#######################,###### LOG FILE #######,#######################
2009-01-22 17:24:51
#######################,#######################,#######################
Idade:, 20
Altura:, 20
Peso:, 58
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
94,520,505
349,559,505
348,556,504
336,538,500
349,542,501
358,547,502
362,567,509
365,546,502
366,571,535
392,601,541
511,515,476
0,1022,704
704,910,534
600,692,510
506,601,527
534,639,530
542,712,528
512,693,543
499,653,522
510,674,513
517,676,519
514,671,520
513,672,529
515,668,524
522,679,533
514,685,517
515,663,520
508,694,538
508,673,515
510,676,523
514,671,524
508,672,501
513,660,521
512,678,508
503,672,527
506,693,525
497,676,522
510,669,506
499,681,506
510,670,492
