#######################,###### LOG FILE #######,#######################
2009-01-15 17:45:26
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
80,518,503
454,528,507
510,524,523
520,516,516
520,404,494
523,433,496
517,378,503
511,346,493
504,369,472
492,394,495
485,386,506
494,359,492
498,376,486
481,374,484
489,364,482
488,370,478
494,376,479
490,370,479
487,375,477
491,368,476
495,374,477
