#######################,###### LOG FILE #######,#######################
2009-01-22 18:09:08
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
93,474,453
363,512,457
381,511,458
422,513,465
523,425,438
466,518,308
658,477,132
599,425,263
603,577,446
549,547,438
511,545,376
491,589,323
483,569,310
594,543,220
500,567,338
536,547,350
524,538,327
527,562,357
506,562,347
500,565,348
513,555,353
512,580,357
511,553,343
520,564,366
504,564,350
513,554,353
524,536,355
529,541,343
527,544,357
516,539,346
524,535,352
522,537,351
522,531,345
513,525,341
526,525,352
530,540,360
516,552,345
516,541,350
520,544,351
520,550,351
518,545,352
528,546,354
521,561,350
511,557,350
525,533,351
513,550,352
525,534,348
518,532,353
520,513,344
510,528,365
511,574,348
