#######################,###### LOG FILE #######,#######################
2008-10-02 19:36:20
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
90,515,474
346,543,478
340,554,481
340,555,487
337,553,485
343,543,481
343,548,477
338,550,472
358,541,475
336,549,457
359,542,469
359,536,470
360,563,480
375,558,466
364,563,422
409,499,429
384,511,347
406,517,340
417,475,357
696,542,223
513,454,394
523,503,388
572,503,297
594,547,374
581,524,376
553,572,379
521,531,350
527,522,345
523,497,336
536,510,348
536,517,353
529,516,348
523,516,347
517,526,350
534,523,351
530,516,351
536,514,352
525,502,340
533,521,354
517,521,349
534,517,352
523,523,352
529,509,347
