#######################,###### LOG FILE #######,#######################
2009-01-22 17:54:35
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
97,501,483
386,539,485
391,535,474
366,490,419
361,441,408
325,352,378
391,424,419
491,388,416
388,337,444
587,466,455
429,381,443
461,416,430
470,401,430
464,399,448
466,390,430
464,390,433
466,385,432
468,395,440
484,393,436
472,387,442
469,390,446
464,381,436
486,392,439
471,404,433
473,396,430
473,400,437
460,381,427
472,397,430
470,386,424
471,391,424
474,397,434
471,388,431
471,394,438
470,396,429
474,395,433
468,393,443
465,384,429
474,396,428
466,397,426
473,390,422
475,397,439
497,400,452
528,353,391
451,361,425
450,412,450
461,385,426
472,390,425
466,407,442
459,399,439
468,393,429
454,399,437
