#######################,###### LOG FILE #######,#######################
2009-01-22 18:12:20
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
95,471,491
368,480,494
398,476,493
439,492,468
500,483,455
450,396,170
592,347,158
512,651,396
550,505,446
479,536,372
483,491,328
442,463,327
463,483,360
497,471,354
484,482,341
475,497,357
471,492,351
478,491,351
481,494,351
486,485,350
482,493,348
481,486,352
483,489,351
492,489,358
501,486,372
465,483,340
474,490,357
479,489,356
475,484,356
477,490,356
481,491,354
477,487,352
478,490,353
480,494,355
481,481,352
478,489,355
479,493,353
483,489,352
486,486,352
483,487,353
479,486,353
479,487,352
482,486,350
483,488,354
474,493,354
479,490,354
482,491,353
477,492,354
475,486,351
477,486,354
477,487,352
475,488,352
476,487,353
476,487,355
478,488,353
480,488,351
479,487,351
480,487,352
471,491,355
483,485,352
482,485,353
471,483,353
471,488,357
474,489,349
469,490,354
480,487,347
481,489,354
474,489,350
482,490,351
478,493,352
484,492,353
481,483,353
481,485,353
482,487,354
490,494,351
475,472,360
477,479,352
484,485,341
484,482,346
478,488,355
490,482,346
485,478,344
483,485,353
481,485,357
484,490,358
481,483,353
483,483,354
478,483,356
479,482,349
476,482,352
481,482,352
482,485,355
481,487,356
482,484,357
481,486,349
483,485,350
480,481,352
475,476,356
484,472,354
484,475,358
482,474,359
479,476,355
482,472,357
481,477,356
480,477,358
486,477,357
481,477,358
483,476,356
483,475,359
481,475,359
483,479,356
