#######################,###### LOG FILE #######,#######################
2008-11-20 16:04:57
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
100,508,548
341,518,554
345,537,556
344,530,553
346,519,553
345,524,554
338,525,557
342,525,556
342,525,558
342,527,563
346,522,558
342,530,557
345,528,556
343,527,560
343,525,557
