#######################,###### LOG FILE #######,#######################
2008-11-20 15:42:35
#######################,#######################,#######################
Idade:, 23
Altura:, 1.69
Peso:, 68
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
99,514,541
341,545,569
366,536,586
342,510,616
331,509,572
308,427,520
302,420,465
422,470,436
342,505,482
355,490,443
340,499,477
356,501,445
393,478,478
366,515,445
355,525,441
365,522,428
314,533,458
335,534,450
