#######################,###### LOG FILE #######,#######################
2008-09-26 14:08:46
#######################,#######################,#######################
Idade:, 32
Altura:, 1.59
Peso:, 50
Sexo:, Feminino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
94,420,459
412,443,463
79,596,289
393,519,415
440,534,435
239,744,384
428,690,445
476,652,450
490,706,486
482,660,515
537,744,549
435,661,467
450,666,460
456,655,466
463,676,491
455,671,482
452,678,488
452,668,483
443,670,485
455,672,481
445,665,476
453,674,479
473,663,475
458,673,483
447,673,473
