#######################,###### LOG FILE #######,#######################
2009-01-22 17:40:55
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 70
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
112,551,479
362,592,467
362,577,483
357,590,476
302,640,427
407,556,470
336,580,438
336,538,455
332,547,463
356,542,470
350,530,455
330,524,466
359,531,459
341,541,459
331,521,484
353,517,492
353,517,454
319,508,462
352,514,470
342,518,469
344,512,463
353,512,464
329,519,459
346,508,464
347,509,464
344,513,462
336,510,475
352,508,469
344,514,468
358,508,463
337,516,460
332,523,475
341,512,469
350,514,466
345,514,469
345,514,452
346,513,462
360,513,459
340,510,466
347,515,460
352,509,465
346,513,462
360,524,465
345,514,460
346,509,457
336,510,465
340,516,463
347,512,465
348,513,465
351,512,467
351,514,468
347,517,463
347,515,457
356,519,460
338,516,457
346,519,472
343,508,458
341,517,466
346,507,459
349,514,466
345,512,461
344,517,467
353,514,461
344,513,464
345,519,466
348,512,464
350,515,466
334,513,459
345,511,469
342,520,462
339,507,460
347,517,463
340,513,464
336,522,466
344,515,466
343,518,466
345,523,469
344,517,465
343,515,465
344,518,465
347,513,466
346,516,465
338,531,462
346,513,466
347,520,466
347,527,470
342,508,472
355,511,463
348,518,468
344,519,467
343,520,466
353,519,466
