#######################,###### LOG FILE #######,#######################
2009-01-22 18:11:01
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
112,596,463
350,624,457
312,637,441
369,573,462
361,581,450
350,548,456
348,541,455
346,536,457
346,524,455
345,519,457
347,520,455
356,533,443
348,514,454
347,518,451
348,529,448
349,523,451
351,522,453
353,527,450
354,526,449
346,525,447
351,523,449
350,529,445
352,527,452
350,524,448
351,527,451
353,527,447
354,525,447
343,527,448
354,525,449
352,524,448
351,529,448
367,545,459
358,556,439
350,541,438
354,539,451
354,533,446
348,529,450
349,528,446
350,525,444
344,530,457
354,528,448
349,533,451
