#######################,###### LOG FILE #######,#######################
2008-09-29 21:36:01
#######################,#######################,#######################
Idade:, 33
Altura:, 1.60
Peso:, 70
Sexo:, Feminino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
95,523,520
325,601,536
349,611,534
353,600,525
366,610,527
387,623,537
397,610,538
297,591,520
329,518,469
335,472,455
362,473,438
368,443,437
387,456,443
416,448,403
448,426,416
464,430,397
474,422,377
503,431,383
495,397,390
498,429,418
472,402,379
501,423,393
481,431,388
481,412,387
470,449,424
474,389,377
478,415,384
480,423,394
482,431,379
493,437,424
467,399,397
489,403,395
467,416,394
470,440,397
492,415,386
456,442,398
520,401,381
446,428,391
