#######################,###### LOG FILE #######,#######################
2008-09-30 20:17:52
#######################,#######################,#######################
Idade:, 12
Altura:, 1.56
Peso:, 55
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
49,506,482
328,527,471
334,540,473
350,548,482
352,555,482
340,539,481
364,565,478
371,547,476
353,552,437
324,546,422
347,559,426
341,503,418
375,511,430
349,497,424
364,464,438
366,441,440
370,448,437
374,460,444
374,446,443
376,446,446
372,448,445
376,448,449
370,444,450
374,451,452
373,447,450
370,456,445
368,462,439
373,437,431
416,456,468
399,469,445
382,474,475
384,480,476
370,472,471
380,457,455
390,458,446
369,457,434
382,454,455
