#######################,###### LOG FILE #######,#######################
2008-10-02 19:47:25
#######################,#######################,#######################
Idade:, 32
Altura:, 1.66
Peso:, 66
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
79,494,451
397,467,435
430,464,437
453,315,523
433,453,464
511,456,537
543,451,503
506,362,490
420,357,497
384,386,465
401,393,512
387,392,518
394,393,497
404,383,501
419,377,489
417,372,483
391,432,511
405,393,493
399,392,492
