#######################,###### LOG FILE #######,#######################
2008-09-26 13:38:32
#######################,#######################,#######################
Idade:, 31
Altura:, 1.74
Peso:, 72
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
76,518,481
342,550,485
343,550,483
340,553,484
342,552,487
341,559,482
349,556,490
356,553,495
311,539,487
385,565,497
345,546,485
365,537,467
346,553,454
365,534,441
358,523,423
362,546,435
361,532,433
356,516,430
368,504,434
342,478,433
320,427,414
412,434,460
382,452,447
362,428,440
388,427,455
389,438,456
380,424,453
387,423,459
385,429,456
385,426,452
382,431,449
387,439,450
388,428,451
390,428,457
390,433,458
379,437,457
401,442,453
384,422,451
387,429,457
370,441,461
387,426,450
387,435,454
392,435,453
390,426,454
394,428,450
387,426,449
380,419,449
380,444,451
