#######################,###### LOG FILE #######,#######################
2008-11-20 15:28:52
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
94,501,521
327,526,515
336,520,515
331,526,516
338,516,516
347,521,522
347,523,524
340,526,520
344,519,514
374,519,508
348,519,515
374,517,518
351,539,504
331,529,505
349,533,491
349,534,488
345,546,489
363,541,513
364,495,556
334,514,469
332,529,522
356,491,561
363,504,550
370,495,558
381,502,575
433,516,556
475,455,617
471,414,712
587,455,647
524,436,765
500,463,635
504,452,658
505,453,648
503,455,645
499,451,657
505,452,654
509,456,655
499,450,648
505,452,653
501,449,649
501,450,655
513,450,647
505,441,647
504,440,648
497,426,641
486,403,622
441,409,623
467,398,608
472,392,591
427,416,619
516,374,570
449,387,604
439,418,614
426,409,612
465,424,605
414,416,574
426,409,572
359,422,570
370,393,553
507,373,607
428,380,552
449,405,559
438,408,570
460,454,606
440,414,594
411,383,557
420,400,574
427,409,575
427,405,584
427,420,603
440,410,577
442,402,575
433,405,568
429,407,572
