#######################,###### LOG FILE #######,#######################
2008-09-29 21:36:23
#######################,#######################,#######################
Idade:, 33
Altura:, 1.60
Peso:, 70
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
81,526,456
346,563,483
352,567,484
352,571,490
360,624,556
334,608,540
358,599,557
385,576,543
409,574,534
345,576,527
359,542,503
321,591,502
352,529,488
338,571,493
361,541,484
331,550,486
346,554,483
352,554,487
301,569,484
352,555,480
322,564,492
352,567,496
342,574,499
326,560,494
