#######################,###### LOG FILE #######,#######################
2009-01-22 17:18:13
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
102,553,483
358,560,478
375,564,477
413,581,488
432,591,488
590,638,540
564,728,84
643,789,365
570,675,509
564,562,469
545,635,491
544,689,496
535,681,476
518,676,486
520,652,481
530,680,488
553,668,478
542,658,481
536,668,479
531,668,471
535,668,479
539,663,483
538,667,482
