#######################,###### LOG FILE #######,#######################
2008-10-02 19:47:47
#######################,#######################,#######################
Idade:, 32
Altura:, 1.66
Peso:, 66
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
83,515,401
496,544,493
356,262,254
507,300,452
658,449,411
495,640,373
702,408,489
601,527,371
561,455,342
542,532,349
379,362,231
429,443,377
566,514,383
524,434,313
498,440,361
520,473,356
496,501,368
477,467,340
500,487,367
484,502,362
518,488,354
494,457,355
516,478,345
493,498,369
496,471,354
506,493,369
490,489,339
