#######################,###### LOG FILE #######,#######################
2009-01-15 18:06:40
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 48
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
77,487,488
415,486,525
429,490,455
450,524,446
651,644,270
542,547,394
656,566,484
463,594,291
522,626,345
492,574,359
497,596,359
517,603,364
498,591,365
498,589,362
503,599,363
504,590,365
506,600,365
504,592,366
504,594,363
504,595,362
505,595,366
502,583,357
508,585,363
503,598,364
496,575,354
498,583,363
494,608,369
503,598,367
499,598,361
505,600,377
547,600,371
472,615,376
473,617,364
