#######################,###### LOG FILE #######,#######################
2008-09-26 14:07:55
#######################,#######################,#######################
Idade:, 32
Altura:, 1.59
Peso:, 50
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
359,494,491
369,482,484
374,493,483
379,500,482
419,489,474
345,486,435
231,889,458
539,559,409
606,442,529
531,777,469
628,659,515
603,619,536
587,531,560
577,566,614
598,547,656
572,588,638
573,578,630
584,570,612
594,601,600
590,600,569
560,572,375
602,667,391
533,649,361
446,624,381
433,571,376
416,558,383
415,516,373
359,495,391
347,507,415
437,462,412
343,525,419
316,500,417
