#######################,###### LOG FILE #######,#######################
2009-01-22 18:05:47
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 54
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
91,519,473
374,549,471
510,602,486
451,390,227
574,383,78
506,465,336
573,401,465
474,559,406
466,504,319
426,552,335
486,592,364
448,543,349
476,533,341
481,528,344
490,533,354
480,527,346
467,534,347
468,543,347
477,541,354
479,537,348
475,526,351
473,535,346
474,537,353
481,534,350
477,536,349
475,535,349
475,533,351
478,536,348
477,530,345
477,537,348
479,538,349
479,531,345
481,529,351
479,537,349
473,535,349
475,538,351
472,532,352
477,536,347
476,540,349
477,542,349
476,536,349
476,536,347
477,540,348
476,539,348
476,540,346
475,540,350
479,535,342
