#######################,###### LOG FILE #######,#######################
2009-01-22 18:12:01
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
88,504,520
253,228,299
277,153,300
472,396,522
506,466,486
461,406,460
401,342,449
387,379,448
431,420,452
439,395,460
425,388,449
425,396,455
434,405,458
429,394,459
429,396,457
424,405,458
426,394,451
423,397,454
421,386,451
427,396,460
427,401,456
427,389,462
429,405,456
425,389,460
422,398,458
432,398,457
425,392,457
424,399,462
427,406,460
430,388,462
423,400,460
423,395,461
428,399,461
436,397,452
435,393,464
425,404,462
433,397,465
430,393,463
430,389,468
430,394,466
441,387,461
426,396,461
426,398,460
428,395,459
428,395,459
438,397,457
432,397,456
424,395,460
430,397,458
427,394,458
436,392,460
430,395,460
431,398,460
431,392,456
422,391,454
427,394,460
437,394,457
426,398,456
428,396,460
432,401,457
429,397,459
430,397,461
432,397,460
429,396,459
430,395,458
430,393,458
430,397,457
421,394,463
417,393,459
431,401,459
430,395,460
430,395,457
430,394,459
