#######################,###### LOG FILE #######,#######################
2009-01-15 17:14:46
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
103,511,489
345,514,474
364,508,444
370,501,445
371,515,457
457,514,477
462,461,505
552,519,308
944,449,207
640,586,496
605,608,537
647,507,785
491,593,485
607,617,442
613,646,439
568,681,431
528,632,383
464,593,340
452,576,344
492,636,393
522,658,404
513,617,376
503,609,367
504,613,380
511,613,379
500,624,380
501,621,381
529,593,385
513,621,378
508,629,389
498,612,375
