#######################,###### LOG FILE #######,#######################
2008-09-26 19:17:29
#######################,#######################,#######################
Idade:, 34
Altura:, 1.68
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
96,483,523
356,505,543
394,520,545
435,537,558
388,523,482
359,379,562
421,410,601
360,263,369
462,379,381
537,416,465
643,568,450
450,483,307
570,495,344
525,482,371
503,444,362
490,434,368
454,400,397
442,367,422
403,430,445
383,455,414
382,466,433
380,452,439
389,448,444
379,458,426
365,455,440
376,461,432
379,447,427
397,443,429
415,431,419
434,439,410
428,417,405
419,437,422
426,429,401
408,433,400
