#######################,###### LOG FILE #######,#######################
2008-11-20 15:42:25
#######################,#######################,#######################
Idade:, 23
Altura:, 1.69
Peso:, 68
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
67,508,559
365,531,543
361,537,539
330,543,527
329,539,542
361,540,555
387,524,557
246,469,552
366,472,550
333,433,546
396,485,474
346,479,505
348,497,500
354,484,475
345,493,452
353,490,464
363,489,431
361,495,434
348,501,449
355,494,446
360,489,440
362,503,436
352,507,436
369,484,426
368,496,437
390,502,433
335,490,422
364,499,424
358,502,429
