#######################,###### LOG FILE #######,#######################
2008-11-20 15:19:45
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
84,519,513
334,542,517
331,555,515
335,537,507
342,547,509
339,543,515
341,539,513
337,527,513
336,548,506
355,529,507
342,542,505
343,528,512
327,519,531
331,509,502
316,525,544
324,539,519
372,546,492
368,546,469
389,543,452
357,533,433
297,602,455
340,605,565
310,510,508
373,575,505
360,543,501
281,497,501
273,499,555
298,538,507
403,548,506
410,520,477
374,532,439
308,614,436
323,609,506
358,478,514
365,574,510
337,523,498
354,564,532
261,459,550
282,530,522
371,524,424
248,651,506
404,569,552
314,455,393
354,525,502
348,536,539
256,490,532
271,518,579
411,508,487
322,633,431
331,595,558
363,619,488
343,489,505
314,512,529
