#######################,###### LOG FILE #######,#######################
2009-01-22 17:18:52
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
84,537,509
360,578,498
393,585,495
384,588,480
416,572,462
466,574,434
358,487,281
487,441,238
544,377,351
578,401,509
518,434,425
447,411,375
434,425,363
