#######################,###### LOG FILE #######,#######################
2008-11-20 16:06:11
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
101,527,541
356,537,532
341,543,517
346,546,514
343,535,488
346,540,486
397,584,411
425,512,359
416,514,354
410,524,371
422,533,362
439,524,354
412,538,372
396,525,381
401,532,377
393,534,391
402,531,379
398,535,383
393,527,381
400,523,372
404,529,380
400,527,379
404,526,385
402,526,382
395,528,378
393,537,382
390,544,384
394,534,382
393,536,384
