#######################,###### LOG FILE #######,#######################
2008-11-20 15:43:22
#######################,#######################,#######################
Idade:, 23
Altura:, 1.69
Peso:, 68
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
89,483,539
350,512,517
345,549,503
342,492,493
323,517,497
299,520,537
369,502,580
327,527,560
334,524,540
396,568,530
300,554,544
272,540,564
395,500,565
372,561,605
357,502,511
337,521,489
296,531,525
300,522,577
393,529,549
370,566,526
354,518,496
336,542,523
337,545,603
387,465,520
265,598,514
352,529,500
295,506,518
388,500,547
311,524,543
367,545,531
364,548,508
350,520,497
278,573,509
313,547,578
384,462,538
304,592,538
385,494,496
340,527,514
336,500,509
295,534,560
366,496,571
332,502,567
338,542,558
355,501,534
331,557,592
360,493,573
357,498,552
336,477,554
352,506,535
343,490,543
333,472,533
351,472,516
318,506,553
363,561,555
308,567,518
363,510,512
337,529,513
309,536,502
335,567,524
347,573,582
366,497,518
323,552,552
377,546,521
