#######################,###### LOG FILE #######,#######################
2009-01-22 17:17:32
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 60
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
88,422,377
434,443,388
403,459,389
399,475,403
384,459,410
383,467,421
356,482,433
327,485,446
327,525,476
324,587,524
358,634,581
393,668,584
367,645,587
334,602,525
352,570,513
453,567,511
305,546,535
365,551,510
362,544,519
340,555,486
345,541,495
344,547,495
