#######################,###### LOG FILE #######,#######################
2008-11-20 15:13:47
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
92,533,484
349,562,491
352,557,496
360,551,521
331,543,510
346,541,527
350,541,497
338,539,499
361,534,495
345,533,488
356,525,491
327,514,489
331,503,492
335,498,481
346,517,486
341,507,471
348,517,473
332,505,464
287,536,386
388,540,392
392,535,393
373,523,394
392,543,401
417,565,401
395,539,394
364,530,398
393,513,366
395,531,385
386,527,394
392,535,391
397,539,383
385,527,397
384,530,395
432,551,398
390,536,396
376,541,396
357,536,409
