#######################,###### LOG FILE #######,#######################
2009-01-15 17:38:39
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
100,544,490
349,548,488
360,559,486
394,538,493
414,495,487
552,491,485
0,1022,1019
588,895,603
543,738,498
550,530,478
264,411,283
567,802,529
478,708,478
477,684,519
506,698,510
498,671,494
488,670,494
478,688,503
469,681,510
