#######################,###### LOG FILE #######,#######################
2009-01-22 18:07:18
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
86,556,478
386,562,450
336,601,447
321,635,426
413,459,429
405,581,464
362,548,469
358,541,448
342,552,448
315,564,454
347,640,486
332,488,438
391,565,466
393,552,442
343,560,419
331,437,385
369,559,430
369,622,476
358,549,447
366,566,445
360,531,444
325,599,464
306,540,420
387,591,467
406,516,438
323,559,421
370,518,436
393,571,481
351,561,474
344,529,444
374,562,495
392,594,481
141,486,372
371,556,450
408,568,449
407,507,430
350,592,458
375,573,418
205,781,488
277,628,461
379,584,471
350,547,457
360,549,451
379,561,448
314,591,476
238,599,435
362,523,457
414,555,467
368,554,465
344,612,462
298,530,402
466,455,436
368,586,476
354,576,474
368,535,472
353,556,457
336,555,460
313,646,503
359,487,438
389,576,470
386,556,462
354,564,439
375,451,402
246,743,492
287,674,485
381,556,465
365,532,459
349,540,446
389,580,457
344,537,487
243,522,426
361,554,475
375,527,474
355,521,466
395,611,509
306,533,482
345,534,488
341,586,510
339,558,505
341,562,510
340,552,518
311,589,469
348,581,455
367,533,457
368,561,448
401,562,444
354,509,435
344,651,415
293,647,456
365,590,461
372,505,455
354,542,465
334,453,439
322,598,477
318,578,448
368,569,428
351,512,456
395,508,425
366,529,425
369,548,428
358,533,458
345,515,446
370,543,457
353,542,465
353,531,455
340,558,456
