#######################,###### LOG FILE #######,#######################
2009-01-15 15:51:39
#######################,#######################,#######################
Idade:, 44
Altura:, 44
Peso:, 89
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
111,533,411
368,542,414
370,541,415
372,542,414
371,541,411
370,542,415
366,539,422
379,541,410
379,543,404
366,553,421
376,543,418
368,549,416
346,570,449
329,592,473
342,592,506
341,583,515
355,574,507
348,575,511
354,559,499
341,569,492
360,569,502
379,546,518
368,561,513
330,556,508
364,555,503
249,562,557
363,531,533
307,483,481
335,516,512
338,528,511
314,532,526
330,538,536
351,532,531
357,553,526
316,541,517
361,538,515
317,555,542
348,534,529
360,562,519
347,545,523
346,539,523
