#######################,###### LOG FILE #######,#######################
2009-01-23 18:03:53
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 47
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
102,567,559
297,581,526
347,512,468
333,529,473
362,507,438
345,503,454
356,514,444
358,507,438
358,502,436
366,511,431
351,507,435
360,506,439
355,522,431
350,512,438
347,513,449
347,531,453
327,507,463
343,509,467
353,522,459
342,506,469
331,509,470
