#######################,###### LOG FILE #######,#######################
2008-09-26 13:41:14
#######################,#######################,#######################
Idade:, 31
Altura:, 1.74
Peso:, 72
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
84,474,479
141,559,719
234,538,459
381,534,482
495,535,513
433,591,402
212,440,497
406,544,516
323,616,645
305,612,539
341,512,511
481,549,510
164,468,502
363,558,511
523,510,501
506,606,529
166,554,600
258,470,539
445,545,500
509,580,538
0,486,211
256,537,508
472,521,525
547,532,492
1,425,85
192,450,495
399,594,481
497,510,517
311,609,661
243,454,462
464,543,518
551,516,494
211,556,665
261,547,444
390,530,467
497,538,514
407,573,537
230,500,553
414,556,510
556,551,522
353,642,534
263,673,604
320,535,527
506,511,518
419,642,491
124,472,464
399,533,513
511,513,501
384,675,604
298,655,615
321,518,518
480,525,518
520,581,451
13,415,463
335,549,510
512,526,523
489,612,533
173,559,624
281,548,528
444,532,510
536,564,533
0,558,495
301,526,509
516,520,517
262,572,578
270,513,488
444,536,511
501,521,533
0,725,309
262,483,493
508,526,506
529,559,515
0,387,301
216,527,511
510,518,524
52,707,702
242,455,434
470,525,505
549,534,495
165,439,527
243,506,466
401,549,498
515,500,522
10,662,523
195,498,492
499,518,526
505,526,473
59,467,390
242,570,547
394,503,463
540,550,514
86,583,554
