#######################,###### LOG FILE #######,#######################
2009-01-15 17:11:39
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
97,520,477
347,551,475
346,546,480
345,565,485
311,557,497
321,561,489
362,580,498
379,559,479
357,537,452
384,566,424
358,589,422
412,592,414
401,580,380
416,586,371
422,568,363
435,545,331
433,481,365
438,481,349
441,505,378
419,479,365
408,462,365
410,479,389
409,507,382
403,479,356
412,503,372
399,500,374
406,494,374
411,500,374
413,500,372
426,479,381
411,509,381
397,507,391
420,492,381
416,482,364
394,493,391
399,513,393
408,496,377
416,505,377
408,508,377
404,506,391
401,489,376
413,483,384
406,499,383
405,502,380
398,503,364
