#######################,###### LOG FILE #######,#######################
2009-01-15 17:13:43
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
82,531,484
360,588,510
315,531,453
354,571,479
360,562,480
352,558,469
352,548,469
371,550,475
396,545,481
419,534,464
472,511,492
492,510,527
506,435,476
551,337,488
516,433,521
555,423,523
538,390,504
517,333,475
501,355,468
485,411,463
486,409,414
379,411,365
465,462,453
455,370,453
462,357,438
384,289,401
392,387,429
450,405,439
439,407,432
496,387,439
468,384,426
460,410,416
443,398,419
