#######################,###### LOG FILE #######,#######################
2008-11-20 15:32:11
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
99,523,541
343,528,529
351,531,514
338,512,507
341,525,538
336,525,536
341,547,528
343,551,543
340,547,534
344,530,523
348,526,522
336,512,491
354,506,506
353,503,508
376,550,512
341,512,481
320,514,490
317,530,513
368,484,524
335,511,509
352,520,499
308,539,547
279,555,544
418,517,494
298,524,580
314,521,535
404,550,544
522,508,540
29,555,682
228,572,534
467,618,511
94,422,725
303,455,455
486,522,573
538,451,555
502,473,511
522,561,531
0,452,635
359,548,496
592,486,506
464,507,567
52,633,743
539,511,498
499,554,557
537,498,516
155,600,676
210,501,565
