#######################,###### LOG FILE #######,#######################
2008-09-29 21:37:09
#######################,#######################,#######################
Idade:, 33
Altura:, 1.60
Peso:, 70
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
95,528,496
315,545,476
347,566,472
345,580,493
348,590,479
358,542,466
367,582,487
331,600,486
356,634,483
376,544,503
469,565,535
492,801,654
477,725,596
337,541,327
450,670,559
414,720,569
410,662,516
507,659,531
469,683,517
446,671,532
452,703,669
447,676,521
471,651,523
453,680,515
445,653,511
469,692,545
447,673,523
473,670,533
459,693,537
458,674,536
466,685,546
470,672,518
428,678,519
