#######################,###### LOG FILE #######,#######################
2008-11-20 16:06:56
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
103,473,471
359,490,475
344,500,484
369,486,464
358,510,427
313,569,440
380,522,396
346,515,338
441,567,371
501,567,343
435,550,376
412,572,375
432,560,367
410,546,369
405,561,379
423,551,369
425,564,375
417,557,376
410,564,378
417,561,375
416,565,378
420,555,371
419,557,375
417,553,372
413,555,371
415,555,371
415,556,373
420,557,379
406,551,381
412,560,376
419,557,369
