#######################,###### LOG FILE #######,#######################
2009-01-22 18:16:21
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 56
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
86,518,471
337,534,454
344,544,455
355,562,443
352,565,452
376,567,456
384,560,451
426,507,511
537,558,573
542,741,224
659,702,322
545,533,451
490,568,498
482,614,419
477,629,365
463,651,359
480,638,384
484,597,388
518,593,376
525,597,362
508,591,365
493,610,376
503,615,367
471,612,378
483,627,395
501,634,398
493,638,389
485,630,398
490,628,393
483,626,382
482,623,389
496,636,394
493,630,390
507,626,389
