#######################,###### LOG FILE #######,#######################
2009-01-23 18:00:58
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 50
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
91,475,513
348,461,507
342,482,501
352,480,495
336,483,497
337,477,491
354,471,494
341,489,470
357,493,457
384,473,447
421,492,455
454,478,453
656,571,208
553,753,474
366,590,419
362,640,396
373,604,358
382,589,366
458,571,392
565,557,370
429,562,339
438,548,367
432,515,350
430,532,356
