#######################,###### LOG FILE #######,#######################
2009-01-22 17:53:15
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
80,465,499
349,512,484
325,523,494
303,496,502
338,554,492
319,508,480
387,508,501
371,527,480
297,514,470
310,630,525
334,555,488
390,531,514
304,506,440
375,690,484
272,503,478
353,491,458
360,524,458
219,653,750
331,612,554
276,432,527
284,510,597
433,600,530
367,535,488
305,535,539
267,567,518
387,537,525
402,545,514
326,524,475
276,560,534
152,482,500
393,540,490
427,562,503
306,545,479
231,610,518
312,551,488
402,532,499
285,555,526
293,525,522
367,523,484
353,524,484
242,511,490
290,527,505
395,557,497
371,505,499
353,524,476
328,557,492
278,628,491
349,497,492
403,500,497
359,543,505
281,570,547
260,563,507
443,580,562
368,504,578
267,480,442
396,554,475
383,538,453
306,557,541
290,501,482
414,558,515
365,516,480
290,484,449
332,554,508
264,493,474
399,539,486
369,561,471
337,522,472
321,541,477
327,511,510
401,550,504
385,508,483
336,487,477
301,588,479
323,608,524
363,519,494
402,520,462
331,545,477
270,613,511
324,534,449
424,564,508
362,490,476
302,514,460
301,611,493
335,545,502
442,528,469
389,506,450
279,616,518
314,589,589
382,524,575
351,451,500
330,534,507
285,583,549
360,528,480
382,469,466
324,472,392
292,518,479
274,541,516
