#######################,###### LOG FILE #######,#######################
2009-01-22 18:08:23
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
103,574,439
331,515,393
347,488,386
379,501,390
401,469,426
399,413,412
396,420,416
404,415,431
434,386,427
449,398,445
416,417,442
409,403,448
420,411,442
416,396,452
403,362,400
429,393,431
437,412,462
409,372,461
416,408,448
412,410,454
418,401,452
415,408,446
412,408,448
413,409,455
420,411,449
420,409,450
414,407,454
415,401,453
412,409,453
416,411,453
411,409,450
412,409,451
412,403,449
414,407,449
410,409,453
417,413,444
407,402,455
416,408,447
414,410,447
411,409,450
416,405,456
419,413,447
404,404,455
407,412,453
413,408,454
411,402,454
404,412,448
417,417,455
416,405,452
409,406,448
411,408,455
417,401,451
