#######################,###### LOG FILE #######,#######################
2008-11-20 16:05:26
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
96,516,557
350,540,567
385,530,539
359,540,513
371,532,517
331,536,508
390,506,497
386,539,528
384,518,507
104,399,555
308,255,377
424,435,402
479,412,439
536,401,558
504,404,578
525,504,564
543,326,586
519,382,545
463,369,522
452,390,520
432,385,486
443,385,477
452,380,472
460,392,478
456,382,468
451,386,482
456,382,474
456,381,485
452,382,477
503,387,462
421,380,465
446,385,461
452,383,463
