#######################,###### LOG FILE #######,#######################
2008-11-20 15:13:09
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
98,494,539
337,497,508
363,520,523
330,515,448
374,484,531
318,511,464
271,502,506
349,498,510
341,474,517
328,480,519
346,484,502
355,492,500
191,442,403
384,550,389
392,524,402
388,553,393
358,533,440
364,546,409
376,546,403
367,551,417
392,527,381
337,547,443
366,546,415
370,539,405
373,537,405
378,539,409
372,540,410
370,541,412
373,538,410
373,540,415
363,550,414
371,533,408
375,534,406
