#######################,###### LOG FILE #######,#######################
2008-09-26 14:09:03
#######################,#######################,#######################
Idade:, 32
Altura:, 1.59
Peso:, 50
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
81,448,421
405,471,437
226,523,328
371,536,388
405,523,431
375,546,404
369,567,385
400,553,404
383,554,410
371,541,399
369,544,398
394,549,415
385,575,415
346,545,405
