#######################,###### LOG FILE #######,#######################
2009-01-15 17:42:34
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 45
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
95,523,498
369,580,511
514,514,499
374,613,358
338,351,29
402,317,488
538,409,498
475,455,473
397,314,463
418,363,456
398,445,428
484,448,402
480,461,383
469,438,400
473,439,403
481,440,408
470,417,407
458,405,409
449,403,389
443,392,393
473,437,394
482,434,387
