#######################,###### LOG FILE #######,#######################
2008-11-20 16:03:16
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
84,494,515
332,514,515
339,515,517
336,509,513
343,517,514
326,522,501
340,526,498
336,525,512
353,529,512
324,519,514
372,522,515
352,534,536
353,525,514
381,518,523
357,560,516
457,527,540
420,483,647
447,600,224
428,388,453
373,490,627
523,499,596
499,639,720
526,469,700
518,482,625
519,463,677
511,471,656
504,476,669
508,473,689
468,462,695
461,470,706
375,458,674
427,462,639
410,467,632
413,455,628
440,461,641
389,485,550
298,496,519
407,469,568
329,471,486
364,478,535
350,502,507
324,506,490
343,521,478
326,502,448
357,534,450
385,503,454
374,539,455
341,550,477
336,537,441
377,530,460
366,542,421
350,540,430
287,567,432
