#######################,###### LOG FILE #######,#######################
2008-11-20 16:06:50
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
89,526,361
421,555,363
433,529,366
414,537,374
396,528,363
383,518,364
380,510,380
359,502,426
369,513,456
353,500,476
345,514,470
348,483,478
344,490,507
365,495,504
343,500,490
348,496,487
331,484,481
342,490,487
345,496,478
344,495,485
347,497,491
349,497,491
363,508,490
337,495,491
341,505,489
