#######################,###### LOG FILE #######,#######################
2008-09-26 19:17:07
#######################,#######################,#######################
Idade:, 34
Altura:, 1.68
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
81,515,480
347,563,494
360,554,479
352,549,483
391,563,486
378,592,493
434,543,500
447,554,511
410,397,485
0,202,342
556,318,485
520,335,508
596,391,543
474,381,454
599,413,524
549,414,519
484,331,485
464,333,507
401,366,471
438,500,522
350,455,467
358,458,469
371,471,477
350,464,471
355,461,473
362,460,465
370,438,471
352,469,481
364,464,474
368,459,470
369,458,469
357,459,477
366,460,476
355,452,468
351,460,463
356,465,460
