#######################,###### LOG FILE #######,#######################
2008-09-30 20:19:16
#######################,#######################,#######################
Idade:, 12
Altura:, 1.56
Peso:, 55
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
85,514,487
421,548,479
394,563,435
371,557,386
433,626,426
558,344,164
500,409,393
492,455,448
547,384,395
450,421,423
412,378,411
434,423,432
466,388,414
474,413,403
432,422,415
443,407,412
421,415,407
465,384,355
439,474,422
460,448,403
459,450,440
448,437,414
431,410,403
492,418,408
484,400,406
352,400,410
