#######################,###### LOG FILE #######,#######################
2008-09-30 20:18:05
#######################,#######################,#######################
Idade:, 12
Altura:, 1.56
Peso:, 55
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
93,524,480
316,562,456
370,572,482
362,535,479
388,574,481
397,551,455
299,575,513
369,641,542
347,542,489
321,547,492
337,539,484
345,554,491
345,544,487
340,539,486
