#######################,###### LOG FILE #######,#######################
2009-01-15 17:38:25
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 56
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
80,401,393
408,414,408
378,493,427
360,502,437
327,533,455
331,598,494
392,601,508
381,653,553
364,671,576
369,634,589
372,653,566
356,632,535
379,603,532
440,571,513
364,589,491
383,570,474
339,561,474
363,557,458
