#######################,###### LOG FILE #######,#######################
2009-01-22 17:46:47
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 50
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
462,679,485
477,672,471
460,668,468
461,674,480
461,667,478
471,663,484
486,670,483
480,668,481
480,668,459
489,684,486
490,670,470
479,658,481
466,674,465
477,671,489
471,659,467
