#######################,###### LOG FILE #######,#######################
2009-01-15 18:12:54
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 64
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
97,527,476
373,603,437
386,565,449
375,611,462
350,601,440
358,591,416
367,569,408
387,574,424
381,569,412
391,555,395
392,550,410
385,546,411
366,532,393
384,526,403
378,534,400
383,529,402
379,532,402
381,526,396
377,531,396
377,529,397
