#######################,###### LOG FILE #######,#######################
2009-01-23 18:04:54
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 47
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
82,492,480
365,502,478
385,519,486
449,556,512
557,574,542
447,438,372
464,535,486
464,493,495
427,458,425
385,402,334
432,411,304
503,430,375
476,474,419
461,442,405
445,423,394
473,428,364
504,437,376
440,451,408
468,438,371
436,438,347
438,438,386
437,429,375
485,445,365
463,452,362
490,435,372
474,448,381
462,443,377
