#######################,###### LOG FILE #######,#######################
2009-01-22 18:12:40
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
88,519,473
391,549,476
477,555,360
489,552,133
550,422,215
599,478,459
427,407,419
415,404,404
415,417,360
488,478,355
502,487,385
463,447,369
457,434,380
465,417,381
468,430,392
465,446,383
461,440,376
467,439,381
462,439,383
465,436,384
463,441,380
460,440,381
469,442,378
468,446,373
467,438,381
468,441,376
465,438,377
465,443,374
470,444,369
463,450,372
464,440,378
477,440,381
468,441,371
474,453,379
472,439,371
467,447,373
474,452,373
474,451,377
473,445,376
468,443,371
472,446,372
474,447,372
471,443,371
474,445,374
470,445,372
464,449,375
472,447,371
482,445,372
478,449,370
