#######################,###### LOG FILE #######,#######################
2008-09-26 13:26:53
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
49,486,485
343,511,483
334,508,485
345,500,488
301,498,503
355,557,512
323,511,470
353,530,476
363,534,468
363,530,456
356,517,438
352,525,438
320,551,476
374,540,490
341,535,490
329,546,493
349,531,495
343,516,486
346,496,480
346,521,481
316,518,483
337,517,520
330,534,496
321,516,475
380,534,470
373,512,445
346,525,440
351,536,445
276,576,469
426,516,510
333,554,499
361,533,497
336,502,477
344,506,476
340,518,476
306,490,482
355,539,525
320,513,462
398,545,460
363,526,441
340,524,437
321,527,449
363,559,489
325,523,491
348,539,479
352,523,485
330,507,479
359,496,474
299,483,479
338,520,521
329,505,466
358,524,460
388,540,460
360,531,445
331,534,435
305,542,447
406,538,516
346,510,488
339,505,482
351,513,480
322,495,482
337,485,528
323,549,491
347,523,475
376,546,454
368,513,429
351,524,436
331,544,452
378,555,500
293,518,490
360,535,491
338,507,486
336,510,481
354,499,480
343,548,470
352,529,460
374,531,460
375,519,437
331,521,423
332,525,461
371,565,514
303,535,492
363,526,482
346,512,475
335,515,472
356,508,472
343,515,495
285,509,501
364,571,496
309,513,472
354,542,471
367,505,459
368,523,444
350,518,435
299,536,455
352,537,473
348,555,506
345,530,491
345,527,486
337,526,487
333,542,481
334,522,486
351,526,476
352,552,479
335,537,471
