#######################,###### LOG FILE #######,#######################
2009-01-22 18:01:40
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 50
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
93,382,422
421,410,434
390,433,434
348,490,439
361,519,449
313,560,434
396,628,479
390,618,481
388,605,487
423,626,500
399,541,476
368,592,479
333,565,470
352,584,482
346,533,461
345,509,443
356,546,454
346,569,453
386,578,442
394,511,432
351,576,466
348,557,451
366,559,455
349,581,462
354,575,459
352,570,473
348,564,462
359,574,466
347,561,471
355,565,467
348,565,469
352,568,469
349,565,469
349,568,470
348,557,467
345,549,464
353,557,465
353,566,471
352,561,466
349,554,466
344,556,466
349,555,464
351,552,465
354,555,469
