#######################,###### LOG FILE #######,#######################
2009-01-15 18:00:38
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 55
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
83,486,498
471,499,506
510,474,495
122,445,0
735,646,187
536,576,415
602,607,540
491,622,401
484,618,306
466,605,336
440,626,401
506,564,372
489,525,356
486,562,353
520,562,352
509,604,361
487,582,355
498,575,352
504,567,365
498,568,351
495,580,355
