#######################,###### LOG FILE #######,#######################
2008-10-02 19:47:03
#######################,#######################,#######################
Idade:, 32
Altura:, 1.66
Peso:, 66
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
82,380,519
474,359,528
483,372,508
452,376,508
429,389,519
415,364,522
398,410,511
362,421,510
430,393,572
319,469,593
326,508,493
260,539,484
292,518,578
222,449,573
332,419,510
363,513,460
377,534,456
337,525,473
144,740,583
379,533,428
283,655,508
337,534,517
364,591,509
336,556,531
334,543,480
